transaction_id,event_type,date,store_number,item_number,value
e9d0ca0a-3445-44c5-8d26-042ca1c8ccf4,sale,2019-08-22T17:17:58Z,10,26,81
db398e37-1bba-43ff-9fd2-025c6472716d,incoming,2019-06-23T20:30:17Z,8,23,21
988a2b84-b3f3-4537-b4f0-85d93ada1401,sale,2019-02-03T11:27:34Z,10,2,198
39fd4f87-ad38-45e0-a980-c423a969c92c,incoming,2019-06-19T07:16:08Z,3,2,176
06ddcd25-9512-4603-a32b-b3866729f258,incoming,2018-10-23T19:47:50Z,3,5,113
0983d872-ca1c-4701-9919-0d2d34ee33f4,incoming,2018-10-12T11:27:21Z,7,17,77
f75a84b5-53a4-49b6-8b5d-852cf85282d5,incoming,2019-05-26T02:19:48Z,6,2,164
d4b4b118-7baf-44be-bddc-9996041a35d5,incoming,2019-02-04T20:45:11Z,4,2,63
b990ecc9-4571-4dcb-8910-56902cf16ddd,sale,2019-05-14T04:40:41Z,5,17,172
8fc714a2-3263-49c4-8185-dc51f5e98036,sale,2019-08-25T12:03:40Z,9,2,189
11328252-58b8-410a-b4ab-3f18a8149a03,incoming,2019-05-13T15:07:08Z,1,28,8
822b2db1-0b0a-43e5-84e9-89e855e4b06b,incoming,2019-03-21T19:32:49Z,9,7,26
0bbfc8e8-4cd7-42ab-8b59-0666d8e22c7d,sale,2018-11-03T22:34:57Z,8,14,176
4f3ac58c-61f9-4fba-971e-7b9131f7c5f4,incoming,2019-02-05T06:12:15Z,5,24,36
6184f121-ef18-4173-82ed-7894e2330783,incoming,2018-11-15T01:43:44Z,5,13,36
23bbc296-96ef-49a3-9351-fc8e67305516,sale,2019-04-12T00:12:01Z,5,9,55
b48d18a7-8c12-4afe-842e-8e6ee69b7553,incoming,2018-10-21T20:49:54Z,6,11,34
59678e34-486c-46d1-8f0a-051692b8070c,incoming,2018-10-18T00:53:03Z,5,29,127
e5f45f4a-a6c6-4287-8be5-64d3368e8b31,incoming,2019-02-22T03:39:14Z,8,21,40
1494cdba-abbe-4f4c-9483-dfe317d3b5f5,incoming,2019-08-20T08:56:15Z,7,21,173
c5f43ff0-6d18-4486-8a23-3cca91125891,incoming,2019-07-24T23:41:37Z,8,14,34
58c7eacb-5301-494b-8bad-4a287b22a5aa,incoming,2019-02-02T07:15:10Z,9,15,199
0bb9f9df-c7f6-4f14-b488-07da3f3850c7,sale,2019-02-22T09:54:46Z,7,28,154
533ab8f6-76c7-4169-b459-3cdb7f0050c0,incoming,2018-12-24T11:26:25Z,5,4,174
f082de95-7fd1-4e1f-8c4b-493ed3324d93,incoming,2019-03-16T03:11:59Z,1,25,120
001e24bc-ead6-430c-a667-ade9e9225c2c,incoming,2019-03-13T15:29:45Z,4,12,110
bdc511f1-f9d3-45f1-9362-663736788ed9,sale,2019-06-11T17:25:20Z,6,5,197
a870b61e-4f49-4419-95ce-8d1d31398e06,incoming,2019-01-07T08:05:07Z,5,16,197
995009be-0788-4418-983c-7f3d7ad96678,incoming,2019-07-14T02:13:52Z,4,26,81
3d38b06f-4763-4af6-bd79-e3ee984f545f,sale,2019-08-25T02:21:10Z,10,21,175
5c40c1ff-4d6f-448d-9308-4dfba5ce9e33,sale,2019-04-23T02:43:01Z,3,18,115
0bb34d49-cbfe-458d-b7cf-99fd6bc775e7,incoming,2019-03-12T05:16:56Z,3,7,68
e8660d7a-df41-4a25-9ae7-b35e858d8ac1,sale,2019-06-18T04:32:53Z,6,3,22
0b903f19-2be6-484b-97fb-efef21a625ef,sale,2018-11-19T23:50:59Z,5,27,120
416445aa-ce7c-445b-b829-77afa2e69eef,incoming,2019-02-24T00:33:32Z,10,14,182
8004b10d-0765-41e0-b22a-64902fa5b93d,sale,2019-01-20T15:06:31Z,3,23,156
f3e0009d-791a-4f76-a7ef-818056e43795,sale,2019-09-14T12:18:31Z,6,13,108
099787f0-6f3b-42aa-bf4b-456ccde396fb,sale,2019-03-20T09:10:05Z,7,16,106
37e695a0-0acd-432e-bdb2-4e352af58f9b,sale,2018-11-29T04:01:39Z,1,19,168
aa35788b-714c-4d0a-a6b3-a91e035f0ea1,incoming,2019-03-08T18:49:17Z,8,14,155
e9c76c31-b072-40c3-bc0e-61f9b9b01407,sale,2018-11-19T06:34:59Z,6,27,169
1fb41534-34e8-44f3-ba1e-c240f45d3d72,sale,2018-10-14T10:37:26Z,3,29,132
71f59383-bef8-4ffe-9ff2-c1d82cb1e6da,sale,2019-01-06T19:49:59Z,2,7,154
df76cf82-22bb-4b46-b555-89f96ba388b2,incoming,2019-03-19T06:42:44Z,9,2,44
9d9f0745-6d2a-4007-b53b-0f2f096445b2,sale,2019-06-11T21:44:44Z,6,21,172
90e26364-7044-4b92-8fb3-335e5004e187,sale,2019-09-10T20:48:21Z,4,26,34
24d1d1a0-e6ff-4497-941a-e336c2315028,sale,2018-10-17T23:57:27Z,8,26,58
6c5746fd-7a43-4fac-a724-bae3c29f0e2c,sale,2019-03-17T20:39:15Z,7,26,110
2c0a059a-5d2e-4e84-995b-0f6a97f037e8,incoming,2019-01-24T00:48:41Z,8,15,77
46c1ecb4-fdd7-4f8c-a414-5ee9eaf45261,incoming,2018-11-22T13:35:36Z,9,24,72
a14794a2-9f7a-4553-9949-8125832c0013,sale,2019-02-06T12:50:11Z,9,3,190
94cc91f2-87d4-4abb-ade7-f9073124267b,sale,2019-08-21T01:22:37Z,5,1,189
6a927d28-9a14-402a-8ad4-628e20b45a85,incoming,2019-04-07T01:16:27Z,3,5,183
e3388da3-2214-433f-b5cf-8f01dfecce97,sale,2019-09-16T15:23:53Z,6,11,104
e19d553c-ba93-4d27-93ac-71cee4a8de37,sale,2019-07-19T03:57:08Z,9,16,78
89e49308-779a-4f1d-9a45-7aef8f2ebec4,incoming,2019-01-22T13:03:44Z,7,21,43
bfff24df-b07a-44a3-9ea0-fc755666fbc2,incoming,2019-09-28T22:02:26Z,2,3,174
3979c212-3d23-4881-a4bb-ca317e614a4e,incoming,2019-03-13T22:21:24Z,5,8,49
492b5df8-4674-4f41-b4f6-7723fe290d4b,sale,2019-02-20T15:27:22Z,5,21,10
9e1beafd-402d-494d-8679-e04a92d1f83c,incoming,2019-04-16T05:13:38Z,5,29,78
6038727e-2206-4ccb-a63d-81d0a93d1bb0,incoming,2018-11-10T19:52:05Z,8,30,160
8296e074-0ae1-4eca-b1c4-16fd1104a02c,incoming,2019-05-04T15:29:44Z,10,11,138
73f7addd-be25-4617-9b48-0851f99163c0,sale,2018-11-04T02:34:03Z,1,11,146
477b2551-e49b-400c-91fb-6e3eb401f733,incoming,2018-11-24T06:11:19Z,7,21,126
fee8e840-567b-4a71-8c4c-a63e43357e4e,sale,2019-09-19T00:23:14Z,2,29,171
47647bfe-0dc7-4032-b79a-2dbc3eb686c7,incoming,2019-05-05T04:33:17Z,2,17,128
d2e784b0-83a4-4d9f-b977-6a41810762ea,incoming,2019-04-08T21:58:04Z,8,20,174
81b3ac84-d5ba-40c0-b237-ecdceb7773ff,sale,2019-04-15T22:08:37Z,4,18,20
d8ddee0b-5fa0-4e97-a4e5-396ace98aee0,sale,2019-07-18T03:28:02Z,5,24,67
a36ff655-9d16-441a-8013-05d2a3afcd6c,sale,2018-10-22T20:48:55Z,10,12,143
f6f11fcd-5695-4d75-8cae-e512d7036a5b,sale,2019-03-04T06:09:18Z,7,27,178
2a44362a-8278-4f51-89f0-1c8dc2ba1cec,sale,2019-09-29T17:03:18Z,7,18,141
3f3c03ee-45de-442c-8b74-ad7aaa09ab60,sale,2019-02-21T16:51:13Z,9,20,150
a6ce35b1-853a-4ff8-bd99-cd05a03271e0,incoming,2019-05-27T17:04:14Z,7,26,134
59b0e57d-b566-4987-8eb9-58867cb86fcd,sale,2019-05-09T17:10:12Z,6,17,175
593dd03c-afd3-4f75-8adb-1565867a5590,sale,2019-06-14T08:08:28Z,8,15,63
24881fc3-7f74-4e8d-92cd-77c859c70a8f,sale,2019-03-21T14:38:26Z,2,14,128
89bda73a-6e3e-4ce2-b42f-ff89ed82c623,sale,2019-08-16T05:32:50Z,8,15,142
d8873490-5276-48ae-bc85-e94326b3af10,incoming,2018-11-28T22:53:40Z,10,13,166
81e7a9a5-bfa4-4ce4-b55d-534e927906b6,incoming,2019-08-12T21:15:27Z,4,29,106
27eff56e-bb3e-4446-bce7-be0915021918,incoming,2018-12-22T15:33:43Z,1,1,107
ea8f11e8-9e86-4a48-8837-304c6489520d,sale,2019-02-14T11:00:42Z,10,28,64
ba4b37b7-d4dd-4085-8966-2cf700d0af9e,sale,2018-12-23T21:17:19Z,6,14,59
3f1bb4b9-9a46-4f0b-9034-5455da192622,sale,2019-02-05T15:40:52Z,5,21,138
658d01bc-eb0f-4c98-bd9b-954f2a0c6ead,incoming,2018-10-22T11:45:07Z,1,6,137
eea5a43f-ea15-414d-9152-06e6b25d144b,sale,2019-06-18T15:48:47Z,3,26,99
4633d958-7952-4807-8df5-80353698f8a0,incoming,2019-05-05T08:20:08Z,1,26,117
7fc18db0-9b66-40de-b639-42f3033be7f2,incoming,2019-05-18T07:56:35Z,8,24,96
952a4515-bcb7-4939-89c8-77d223c993c2,sale,2019-03-04T15:45:50Z,1,27,80
f6853893-094a-4791-958c-16b4e2264333,incoming,2019-01-01T18:07:56Z,1,9,169
673cc529-29cc-4399-9264-aaadaf2738f4,sale,2018-10-05T13:00:25Z,2,29,88
e9f8f434-4422-4691-8b83-33b588c8c209,sale,2019-05-27T14:52:51Z,8,26,56
207357c7-f3fa-4f8b-ba8f-616c1e3439cf,sale,2019-09-04T15:11:41Z,8,26,121
2442ce8f-09df-4c9d-b27b-0d5505714454,incoming,2018-12-21T22:36:55Z,8,8,148
3981765b-e4aa-408a-93d1-c7220203d137,incoming,2019-06-06T02:58:57Z,8,27,135
0ae941ca-60b7-4c49-a83d-db8b457736b8,incoming,2019-05-30T08:18:03Z,6,7,44
5abbadf7-687e-48ac-aafe-0fd7cc2f42fe,incoming,2018-11-06T01:31:34Z,9,4,196
b4ccc9e6-f766-4b3d-9185-a80186a59771,sale,2019-05-13T00:50:53Z,6,15,172
94e17eb2-62e0-47bd-bfdd-9207952432aa,sale,2019-04-20T17:22:59Z,3,20,59
5bd99d55-0e0e-4adf-8650-69a87107aece,sale,2019-09-18T08:28:09Z,6,19,73
d9e53303-287f-4fce-907f-de4e747c7500,sale,2019-04-16T19:38:46Z,1,30,153
843fbcb4-5e02-4350-a525-c6a64b980cc6,sale,2019-09-20T00:27:27Z,6,15,77
31ee3e3b-9871-4f87-b3ca-b30880c1293b,incoming,2018-12-17T18:14:06Z,10,8,124
1a254cad-6e10-4d62-bc86-8d1d01910126,sale,2019-09-13T05:32:02Z,5,24,36
c237b022-7cc4-481c-bf7b-9e450bca7d18,sale,2019-04-04T07:12:03Z,10,11,122
08a4d336-667b-4715-ab0f-6d7bab78f92e,incoming,2019-06-13T17:33:40Z,2,28,164
33ba728f-8653-43da-bc31-597e258b55a2,incoming,2019-05-18T07:43:32Z,7,2,13
ba545604-86d2-4a71-ad97-fe4181da4d3a,sale,2018-11-06T04:32:42Z,6,19,100
b2c41b66-0e94-4438-8fdf-847613205a0c,sale,2019-05-06T03:37:53Z,5,12,96
eedb7f9a-216e-43db-9148-66443f4923df,incoming,2019-03-20T21:44:16Z,9,29,178
724b5c70-87f5-4c3e-a4bb-4a6e277c1c82,incoming,2018-12-16T12:53:06Z,3,8,79
b3ea677d-db7b-4443-842e-548fd5ff39ab,incoming,2019-06-08T23:01:19Z,8,8,49
4b02a560-6ae5-4f22-a423-4335d8c3cbab,incoming,2019-05-10T08:12:33Z,4,17,198
7730bc94-1fa1-4276-90b0-d68b4cafb874,incoming,2019-03-29T05:21:31Z,3,19,179
688f6296-fe96-4734-a388-a93572842dbe,incoming,2019-03-25T18:27:50Z,9,9,69
f83764b6-06fe-4f78-8959-3532c7ef2363,incoming,2019-01-11T21:42:14Z,2,1,3
526284e5-2d50-4134-80da-4c8b84a06524,sale,2019-01-13T11:48:40Z,6,17,93
96584fee-de0b-4efd-b441-b14c718d020d,sale,2019-02-26T07:43:31Z,4,13,20
57f371c6-7f4c-4a8e-b85f-a3c887af464d,sale,2019-03-18T14:15:36Z,1,20,186
2c8060f8-f01e-4cc1-a8f6-4c7f25256b63,incoming,2019-01-10T18:58:51Z,4,27,29
c13a7dd2-9332-4054-a3a6-52a494af8b8a,sale,2018-10-01T08:10:12Z,1,10,7
08ea0544-99b8-4fc8-9fc5-95f6fc18d0ab,sale,2019-01-10T01:18:13Z,9,24,56
18ab36e3-35d1-4186-959f-d6e5a61fa1f6,incoming,2019-09-19T21:05:35Z,10,15,163
b360a13c-b1a5-4f22-8191-a95a88bdb93c,incoming,2019-04-23T23:40:35Z,6,30,102
8eff772a-7f21-4db1-97ba-43007e57a139,sale,2019-03-08T09:12:28Z,4,6,91
7d873e23-dfcb-4085-9867-6e26d2c5e774,incoming,2018-11-04T12:21:19Z,10,8,39
8886aa97-b2b0-440e-83dc-dac79a02d0dc,incoming,2019-06-06T22:21:31Z,1,12,144
7b208ea8-6202-4be1-85a8-c433db00f19b,sale,2019-04-04T18:15:29Z,5,21,93
a4f35b62-d95e-452d-bf12-da998450f6ed,sale,2018-12-03T02:08:17Z,1,19,53
8d84ba6c-fae5-4d64-a4d0-790982f7bf4c,sale,2019-05-14T17:40:25Z,5,29,32
b2df8134-e947-4483-a0c4-f44145e03f02,sale,2019-05-31T18:03:16Z,8,26,110
d65e07d2-b3b1-4e09-ae3d-6d710be0dc89,incoming,2019-04-05T08:19:44Z,2,11,76
b69e38cb-34f0-4132-a70a-6b074f377336,incoming,2019-06-20T18:44:00Z,8,16,153
1416b3cf-1cc3-471a-a2af-6c5148b5790d,sale,2018-11-15T17:09:37Z,4,28,117
88fc4bbf-241b-465b-a4ae-9ccf07abda3e,incoming,2019-05-04T12:49:41Z,3,8,14
048e0e8e-ebbf-4532-9673-9cba9bc18522,incoming,2018-10-08T18:05:03Z,4,3,2
c5c4af47-3713-4534-a85d-031268e8f944,incoming,2019-06-19T22:07:07Z,4,2,3
e2fdd627-bede-4e94-932e-1bdd16fe511f,sale,2019-03-19T19:23:23Z,2,17,140
33df6e70-6592-431f-a58c-c9729e06f330,sale,2019-01-21T16:39:25Z,3,1,111
cae7557f-710f-4b6a-b98e-6817fa4b9c61,sale,2019-04-10T20:11:23Z,5,18,9
1ee76756-c5bb-4eed-a45e-f4fc970f34be,sale,2019-09-05T10:32:06Z,2,28,64
76aec1e2-2e50-4865-b316-a55bcc91488f,incoming,2019-01-25T20:58:13Z,5,26,68
f89dc902-f7e6-4107-8064-40798ceb381e,incoming,2018-10-11T12:27:22Z,8,12,78
bd19c40e-860a-45c9-84c7-b7db5c253c6e,sale,2019-07-05T05:04:24Z,1,29,71
50c51633-dc40-4942-967d-2a534b7b6b36,sale,2019-08-18T18:55:14Z,9,29,40
1420a25e-79f7-49e3-ac64-ace7da7b7350,sale,2019-01-18T15:48:57Z,4,14,198
3751f42f-2cd8-48b7-8e21-be161ff7c8a2,incoming,2019-04-03T12:39:21Z,4,6,124
4a2a8830-84ee-4121-a83c-591566eb244b,sale,2019-05-29T12:59:20Z,10,16,158
ccf0ad57-99d3-405f-87c8-d8984d1e5a9c,incoming,2019-08-16T23:22:15Z,6,21,196
09a2527b-ed1e-4ac6-b956-227444ebd935,sale,2019-05-03T07:15:05Z,1,21,183
cea7d116-f51c-41c6-b82c-76045c67a96d,sale,2018-09-30T16:34:23Z,7,16,23
6363b465-2be1-4185-9cb2-dd431320033a,sale,2019-06-06T03:30:20Z,8,13,47
e072b747-ff6d-4299-91f5-546c1b6b98a5,sale,2018-11-16T12:37:36Z,10,30,74
74bd710c-84ee-4bae-b518-a75aeb34d04b,sale,2019-01-03T22:16:46Z,8,9,25
94b66010-fa65-4c04-8eb2-e769a79e5589,incoming,2019-01-14T00:43:54Z,4,2,100
33b11ef3-d54f-4892-8c1f-c2b2dfe87014,incoming,2019-05-08T02:46:08Z,10,14,69
c8452a0a-d5ae-40eb-a1ee-d647b46a16e9,sale,2019-02-13T14:32:12Z,2,3,98
37c2f8eb-a04c-40e9-b5de-a89b5cc3ab5d,incoming,2019-05-08T09:12:09Z,10,3,17
ebaa1ac2-2797-4bc0-b7ee-3ff7ca6542b4,sale,2019-02-15T08:41:53Z,6,28,124
ce994714-f877-4297-99f8-188eefd0fda7,incoming,2018-12-11T16:53:21Z,9,27,191
71d4e511-d057-4893-9017-5d618b6e972a,sale,2019-09-23T07:12:29Z,6,2,198
e5b20eb6-40f3-45c8-8995-cfdbe34c6530,sale,2019-04-17T08:44:02Z,8,13,132
1d1f4a69-792f-415e-8bac-6c8044dea71a,incoming,2019-02-23T17:44:34Z,2,18,75
b894451a-0752-4f6e-9c31-5758be763f16,incoming,2019-09-05T08:05:48Z,1,23,83
0e51395e-cbe3-4c38-b60d-5a0a2e993fde,sale,2019-04-15T14:00:51Z,4,17,30
29274175-77a3-4426-83b9-48891913b984,sale,2019-04-29T18:34:18Z,2,5,160
104f47d3-da01-4a9a-8716-39202d35398e,incoming,2019-06-08T14:12:07Z,7,27,127
0ad6dea6-323d-44b5-9eff-da8d40141b01,sale,2019-05-15T12:28:19Z,3,20,53
eb46efc7-6698-4b8c-9eca-8a3b4c83d85f,incoming,2018-12-07T22:25:43Z,1,17,80
684f8474-81e1-4ad2-b494-d488c6f66636,sale,2019-09-22T07:14:19Z,3,29,106
b8a61b34-ccd4-4d36-a7af-7cadc7dd62e6,incoming,2019-06-07T00:57:16Z,10,16,191
34e33701-447e-46cb-aee9-f5aa600ea3b8,incoming,2018-10-04T14:24:02Z,10,30,17
d55d9dc1-d3f5-4da7-a7d2-8660e74e2f51,sale,2019-08-09T16:40:21Z,7,24,172
eb3f8fb7-948d-44e1-9f48-bfaa889c0f7d,sale,2019-01-20T07:13:53Z,10,27,80
a689154d-cdea-416c-8e9b-9c4be58fe9e2,incoming,2019-03-19T05:16:32Z,9,18,138
a30524bc-842b-48f7-895f-d232b935e0c5,sale,2019-03-15T14:59:12Z,9,22,25
61b58378-0485-4624-ba1f-0d877a6b62d6,sale,2018-11-11T12:56:58Z,1,3,64
42804373-dbb3-40bb-8936-fe17e7ffd9a7,sale,2019-07-09T19:47:00Z,8,6,116
b3a6911c-582d-49d8-8a8b-49f5ae10ba18,sale,2019-07-19T12:28:15Z,4,18,191
e799c639-f7ce-4a8b-bbb9-9226c9c9e5d9,sale,2019-08-27T09:07:45Z,3,14,186
3071aa0f-d563-4926-b993-9a362ca275b5,sale,2019-09-21T21:24:21Z,4,21,101
491559e7-742f-4155-9ef1-ee8cc5e8237b,sale,2019-01-29T21:08:46Z,6,1,14
8cbb77e7-497b-4a87-9d9d-521f7c97f322,incoming,2019-05-27T17:54:01Z,3,15,62
1f5ac05f-5031-4aba-9ec4-eccdc5d4fb5e,incoming,2019-05-13T11:19:54Z,9,21,24
77b40722-4fe1-4d04-8206-9c2986b5d183,incoming,2019-05-07T20:05:00Z,1,25,159
e692de64-ae51-4d78-a796-bd97bce597ca,sale,2018-11-05T20:31:13Z,4,27,154
3cd5ac9f-2f3e-4d6e-b619-ee2ca3c2abc1,incoming,2019-06-20T13:28:54Z,4,21,2
75f884c0-396c-46a2-8395-3052b4572d57,sale,2018-10-10T10:49:07Z,3,10,97
410bd6a5-54e3-44af-84ac-bae016989715,incoming,2019-03-04T12:57:26Z,10,1,172
f01bafbc-1759-469a-b352-2710666d7bdd,incoming,2019-09-17T05:14:58Z,1,8,10
a5bc57a2-cd49-4c29-b269-b81a14ad6adc,incoming,2019-05-11T16:04:07Z,6,24,22
1cad0b40-febc-4b16-8ac2-afe457665858,sale,2019-04-17T13:42:52Z,10,4,96
0f3be185-dd9d-4e50-b0ec-5686a5375b55,incoming,2019-08-17T13:08:00Z,7,3,102
906d3bb7-7be2-4532-819a-1ceb04953646,incoming,2018-12-25T00:16:52Z,1,2,45
6cf82ffc-31d2-4131-aead-69c7a4b2c4dd,incoming,2018-12-03T05:37:09Z,8,9,123
0b4dedb8-bbe2-438a-8271-a754b718fdd7,incoming,2019-05-18T23:29:47Z,8,4,200
5c43c44f-05a5-4d35-ad58-b1600756b187,sale,2019-02-18T04:34:25Z,6,22,124
188d9b8e-c0dc-40c6-bb1b-c0782308f0d7,incoming,2019-09-22T19:10:16Z,9,29,190
9e39d29a-db14-404a-87d2-8edc8eed8f55,sale,2018-12-24T06:37:54Z,4,6,93
cc2b7794-44fe-4772-ab2b-c987e77a4d6c,sale,2018-11-18T08:17:26Z,2,14,89
166a262c-7ff3-4258-b4de-ca8fb07abe8c,sale,2019-04-30T03:02:11Z,6,19,120
9c6a8c74-e4d3-4bc1-a2ab-f955e689fbc2,sale,2019-03-13T20:27:59Z,2,18,127
fbadee8b-e4de-4111-8e46-e73bae929f45,sale,2019-06-15T13:35:53Z,7,14,26
ab5409bc-8c87-4c28-87a1-21e08102fc63,incoming,2019-06-03T19:28:46Z,10,7,187
fea36637-0bde-4153-8fde-e1ae70cc60cf,incoming,2019-06-22T18:39:52Z,7,26,165
0c04ebe6-8393-4a82-abf9-a0e12f91b4b0,sale,2019-01-06T11:43:27Z,6,16,94
a768ee64-ac1d-4dfa-8bd6-2acc97458274,incoming,2019-04-23T21:11:24Z,9,9,153
9b46b26a-8996-4549-9589-f8f85834b3fb,incoming,2018-12-05T03:12:10Z,7,1,8
9c2b1fac-41c8-4dea-bbf2-e96babebd4a8,incoming,2019-02-18T08:54:43Z,1,4,89
bad6adcf-85b4-460f-9bf8-cc84488c5efa,incoming,2018-11-29T04:18:15Z,2,6,96
e9632ecb-7411-462d-b340-e6e75d8bb5ff,sale,2019-09-20T01:40:17Z,7,14,132
ec08617a-bcce-4819-8da3-2ce112f7e7ef,incoming,2019-02-08T00:38:21Z,9,16,193
4d3f703f-2e6a-4728-aadf-2d90d80f0208,incoming,2019-02-24T23:32:20Z,8,24,167
13677d91-9d91-4b34-add2-0fa0c96b49c2,sale,2019-09-13T21:09:26Z,3,11,87
e0dfc387-d5ba-4ee1-8d83-69df2ebe85ca,incoming,2019-02-24T16:18:41Z,6,3,155
ffc81d89-0224-4e19-a75e-270180c34572,incoming,2019-04-17T01:00:17Z,2,24,100
f22a359b-03da-4f4a-81cc-67e685e288af,incoming,2019-04-29T17:09:46Z,5,1,86
b312c98f-9614-40b4-968c-870481331a68,incoming,2019-04-11T08:33:45Z,5,16,152
fa7a37e3-f249-4c61-a96f-248e851f04f4,incoming,2019-06-10T21:17:41Z,3,22,33
775f1ed5-5129-4e0d-8c61-f4de65124964,sale,2019-07-24T02:06:02Z,3,7,157
0aac3ba2-3558-4f0e-9a41-7978166d8764,sale,2019-09-18T09:10:47Z,7,9,194
ac5c80f1-aefa-46b6-885b-316cd36440e0,sale,2018-10-23T20:11:26Z,7,28,179
42efe433-dd88-4d66-8df0-d78bee4be831,sale,2019-04-07T23:57:52Z,4,4,84
009aa312-35b8-49f5-9940-ca02d755a445,incoming,2019-01-15T16:28:23Z,4,13,160
e33a0dd7-c3c7-4817-ae66-b741b61e0df9,sale,2018-10-08T11:34:23Z,5,6,130
eb3b9768-01ab-464d-b624-957c44f18757,sale,2019-02-02T00:59:32Z,2,29,8
fd94fcd9-ced7-4c35-b1fd-b674e1a4036f,incoming,2019-01-18T04:34:17Z,9,1,70
23e1a828-c690-451f-b144-04f96ecceb2d,incoming,2019-08-05T15:57:26Z,3,20,102
3b69834c-2110-4345-b5e8-81ba4d1a333a,sale,2019-09-23T10:20:45Z,3,27,152
94505447-83eb-4573-bdec-62824bf91102,sale,2019-07-13T09:17:45Z,10,20,92
d60b9419-ab1b-4ee0-a8b3-b8820dd15687,sale,2019-07-19T18:34:05Z,1,8,153
2cbd024e-092e-46e4-8ece-963f0f5ccda4,incoming,2019-08-02T10:23:19Z,5,24,73
43ce0987-3c02-4cb6-ba38-6de5e278591a,sale,2018-11-09T00:53:18Z,9,2,77
d09e9ba9-97d1-4216-ae07-86a45835406b,incoming,2018-10-13T14:57:57Z,7,13,115
97e42d5c-839e-4aee-9f31-4a2d77b88330,incoming,2019-02-24T13:03:54Z,2,24,116
4143d5f6-068b-43a0-a82d-6d6c9b406fa4,sale,2019-07-05T01:21:58Z,6,10,37
18bb676d-9a3b-419d-9ca2-a0246c3fe094,incoming,2019-08-09T08:03:29Z,10,25,187
db27e45b-46d2-4d79-a21c-1837c7e82bc5,sale,2018-11-28T15:07:27Z,7,9,118
